Source,Hindi,Transliteration,Meaning
Daily Conversation - Travel Plans,"केरेन: ठीक है बेटी, मैं तुमसे दिल्ली हवाईअड्डे पर मिलूँगी","Karen: ThIka hai beTI, maiM tumase dillI havAIaDDe para milU.NgI","Karen: Okay daughter, I will see you at Delhi airport. Listening Listening Study Abroad Study Abroad BBASIC HINDIASIC HINDI      247247"
Daily Conversation - Summer Vacation,"पीटर: नमस्ते शिल्पा, तुम कैसी हो","Peter: namaste shilpA, tuma kaisI ho","Peter: Hello Shilpa, How are you"
Daily Conversation - Summer Vacation,शिल्पा: मैं अच्छी हूँ | तुम कैसे हो,Shilpa: maiM achChI hU.N | tuma kaise ho,Shilpa: I am well. How are you
Daily Conversation - Summer Vacation,पीटर: मैं भी अच्छा हूँ| तुम्हारी गर्मी की छुट्टियाँ कैसी थीं,Peter: maiM bhI achChA hU.N| tumhArI garmI kI ChuTTiyA.N kaisI thIM,"Peter: I, too, am well. How was your summer vacation"
Daily Conversation - Summer Vacation,शिल्पा: मेरी गर्मी की छुट्टियाँ बहुत अच्छी थीं | मैं अपने परिवार के साथ हैदराबाद गयी थी,Shilpa: merI garmI kI ChuTTiyA.N bahuta achChI thIM | maiM apane parivAra ke sAtha haidarAbAda gayI thI,Shilpa: My summer vacation was very good. I went to Hyderabad with my family
Daily Conversation - Summer Vacation,पीटर: अरे वाह ! हैदराबाद में तुम लोगों ने क्या – क्या किया,Peter: are vAha ! haidarAbAda meM tuma logoM ne kyA – kyA kiyA,Peter: Oh wao! What did you do in Hyderabad
Daily Conversation - Summer Vacation,"शिल्पा: हम लोग वहाँ एक सप्ताह रहे | हम ने शहर देखा | हम चार मीनार, गोलकुंडा फोर्ट, और रामू जी फ़िल्म सिटी गए | हम ने कई तरह की बिरयानियाँ खायीं | तुम गर्मी की छुटियों में कहाँ गए और क्या – क्या किया","Shilpa: hama loga vahA.N eka saptAha rahe | hama ne shahara dekhA | hama chAra mInAra, golakuMDA phorTa, aura rAmU jI filma siTI gae | hama ne kaI taraha kI birayAniyA.N khAyIM | tuma garmI kI ChuTiyoM meM kahA.N gae aura kyA – kyA kiyA","Shilpa: We stayed there for a week. We saw the city. We wen to Char minar, Golkunda fort, and Ramu Ji film city. We ate different types of biryani. Where did you go in summer vacation and what did you do"
Daily Conversation - Summer Vacation,"पीटर: मैं अपने माता – पिता के घर, गोवा गया था | मैंने उनके साथ कुछ समय बिताया | मैंने घर की मरम्मत करने में उनकी मदद की","Peter: maiM apane mAtA – pitA ke ghara, govA gayA thA | maiMne unake sAtha kuCha samaya bitAyA | maiMne ghara kI marammata karane meM unakI madada kI",Peter: I went to my parent’s house in Goa. I spent some times with them. I help them fixing their house
Daily Conversation - Summer Vacation,शिल्पा: अरे वाह ! और ऋतिक तुम ने गर्मी की छुट्टियों में क्या किया,Shilpa: are vAha ! aura RRitika tuma ne garmI kI ChuTTiyoM meM kyA kiyA,"Shilpa: Oh wao! and Hritik, what did you do during the summer vacation"
Daily Conversation - Summer Vacation,ऋतिक: मैं घर पर ही था | मैंने  खाना पकाना सिखा,Hritik: maiM ghara para hI thA | maiMne  khAnA pakAnA sikhA,Hritik: I was at home. I learnt how to cook
Daily Conversation - Summer Vacation,पीटर: अरे वाह ! यह तो बहुत अच्छी बात है | अब तो ऋतिक हमारे लिए खाना बना सकता है,Peter: are vAha ! yaha to bahuta achChI bAta hai | aba to RRitika hamAre lie khAnA banA sakatA hai,Peter: Oh wao! This is great. Now Hritik can cook food for us
Daily Conversation - Summer Vacation,"ऋतिक: हाँ, क्यों नहीं छुट्टियों के बाद","Hritik: hA.N, kyoM nahIM ChuTTiyoM ke bAda","Hritik: Yes, why not? Listening Listening Post-Reading/Listening Activities Post-Reading/Listening Activities (a) Check your vocabulary learning: An interactive H5P element has been excluded from this version of the text. You can view it online here: https://openbooks.lib.msu.edu/basichindi/?p=1355#h5p-119 BBASIC HINDIASIC HINDI      273273"
Daily Conversation - Independence Day,"पीटर: नमस्ते ऋतिक, स्वतंत्रता दिवस की हार्दिक शुभकामनाएँ","Peter: namaste RRitika, svataMtratA divasa kI hArdika shubhakAmanAe.N","Peter: Hello Hritik, happy independence day"
Daily Conversation - Independence Day,ऋतिक: धन्यवाद पीटर भाई | तुम्हें भी स्वतंत्रता दिवस की हार्दिक शुभकामनाएँ ! तुम स्वतंत्रता दिवस कैसे मनाओगे,Hritik: dhanyavAda pITara bhAI | tumheM bhI svataMtratA divasa kI hArdika shubhakAmanAe.N ! tuma svataMtratA divasa kaise manAoge,Hritik: Thanks brother Peter. Happy independence day to you too! How will you celebrate the independence day
Daily Conversation - Independence Day,पीटर: मैं अभी इंडिया गेट से स्वतंत्रता दिवस का परेड देख कर आया हूँ | इसके बाद मैं और मेरे कुछ दोस्त दिल्ली के ऐतिहासिक स्थान देखने जायेंगे | उसके बाद हम शायद बाहर खाना खायें |तुम क्या करोगे,Peter: maiM abhI iMDiyA geTa se svataMtratA divasa kA pareDa dekha kara AyA hU.N | isake bAda maiM aura mere kuCha dosta dillI ke aitihAsika sthAna dekhane jAyeMge | usake bAda hama shAyada bAhara khAnA khAyeM |tuma kyA karoge,"Peter: I am just coming from India gate after watching independence day’s parade. After this, Me and a few of my friends will go to visit some historical places. After that, perhaps, we might eat out. What will you do"
Daily Conversation - Independence Day,"ऋतिक: क्या बताऊँ? मेरी कोई योजना नहीं है | शायद, मैं घर जाके सोऊँ","Hritik: kyA batAU.N? merI koI yojanA nahIM hai | shAyada, maiM ghara jAke soU.N","Hritik: What to tell? I have no plans. Perhaps, I might go home and sleep"
Daily Conversation - Independence Day,पीटर: अगर तुम चाहो तो हमारे साथ चल सकते हो,Peter: agara tuma chAho to hamAre sAtha chala sakate ho,Peter: If you want you can come with us
Daily Conversation - Independence Day,"ऋतिक: नहीं दोस्त, मैं आज आराम करूँगा | मगर यह तो बताओ कि तुम लोग आज ऐतिहासिक स्थान देखने क्यों जा रहे हो","Hritik: nahIM dosta, maiM Aja ArAma karU.NgA | magara yaha to batAo ki tuma loga Aja aitihAsika sthAna dekhane kyoM jA rahe ho","Hritik: No friend, I will rest today. But tell me why you all are going to visit historical places today"
Daily Conversation - Independence Day,पीटर: क्योंकि हर राष्ट्रीय त्योहार में इन जगहों पर प्रवेश नि:शुल्क होता है,Peter: kyoMki hara rAShTrIya tyohAra meM ina jagahoM para pravesha ni:shulka hotA hai,Peter: Because entry is free at all these places on national festival/holidays
Daily Conversation - Independence Day,ऋतिक: अरे वाह ! इंडिया में और कौन – कौन से राष्ट्रीय त्योहार हैं,Hritik: are vAha ! iMDiyA meM aura kauna – kauna se rAShTrIya tyohAra haiM,Hritik: Oh Wao! What are the other national festivals in India
Daily Conversation - Independence Day,"पीटर: हिन्दुस्तान में कई क्षेत्रीय त्योहार हैं, मगर राष्ट्रीय त्योहार सिर्फ़ तीन हैं –  स्वतंत्रता दिवस (15 अगस्त), गणतंत्रता दिवस जनवरी), और गाँधी जयन्ती (2 अक्टूबर","Peter: hindustAna meM kaI kShetrIya tyohAra haiM, magara rAShTrIya tyohAra sirf tIna haiM –  svataMtratA divasa (15 agasta), gaNataMtratA divasa janavarI), aura gA.NdhI jayantI (2 akTUbara","Peter: 26 There are many regional festival/holiday, but there are only three national festivals/holidays – independence day (15 August), republic day (26 January), and Gandhi’s birthday (2nd October"
Daily Conversation - Independence Day,"ऋतिक: बहुत अच्छा ! शायद, मैं भी २ अक्टूबर को इन जगहों पर जाऊँ","Hritik: bahuta achChA ! shAyada, maiM bhI 2 akTUbara ko ina jagahoM para jAU.N","Hritik: Very well ! Perhaps, I too will go to these places on 2nd October"
Daily Conversation - Independence Day,"पीटर: विद्या, आज तुम उदास क्यों लग रही हो ? क्या तुम्हें स्वतंत्रता दिवस की ख़ुशी नहीं है","Peter: vidyA, Aja tuma udAsa kyoM laga rahI ho ? kyA tumheM svataMtratA divasa kI khushI nahIM hai","Peter: Vidya, why are you looking sad today? Are you not happy on independence day"
Daily Conversation - Independence Day,"विद्या: नहीं नहीं, ऐसी कोई बात नहीं है | मगर आज मेरा जन्मदिन भी है और सब मुझे स्वतंत्रता दिवस की शुभकामनाएँ दे रहे हैं, जन्मदिन की नहीं","Vidya: nahIM nahIM, aisI koI bAta nahIM hai | magara Aja merA janmadina bhI hai aura saba mujhe svataMtratA divasa kI shubhakAmanAe.N de rahe haiM, janmadina kI nahIM","Vidya: No No, it is not like that. But today is my birthday too, and every one is wishing me happy independence day, and not happy birthday"
Daily Conversation - Independence Day,ऋतिक: आज तुम्हारा जन्मदिन है? जन्मदिन की हार्दिक शुभकामनाएँ विद्या चलो आज हम सब तुम्हारा जन्मदिन मनायेंगे,Hritik: Aja tumhArA janmadina hai? janmadina kI hArdika shubhakAmanAe.N vidyA chalo Aja hama saba tumhArA janmadina manAyeMge,Hritik: Today is your birthday? Happy birthday Vidya! Let’s celebrate your birthday together
Daily Conversation - Independence Day,"पीटर: जन्मदिन मुबारक हो, विद्या","Peter: janmadina mubAraka ho, vidyA",Peter: Happy birthday Vidya
Daily Conversation - Independence Day,विद्या: धन्यवाद ! तुम लोगों को भी स्वतंत्रता दिवस की शुभकामनाएँ  | शुभकामनाएँ,Vidya: dhanyavAda ! tuma logoM ko bhI svataMtratA divasa kI shubhakAmanAe.N  | shubhakAmanAe.N,Vidya: Thanks! Happy independence day to you all. Listening Listening Post-Reading/Listening Activities Post-Reading/Listening Activities (a) Check your vocabulary 282282      Rajiv RanjanRajiv Ranjan
